text,label,cleansing,casefolding,tokenizing,stopword
@ecommurz problem super-app sih tidak efisien mungkin ya? aku sendiri juga cuma sekali coba shopeefood pakai shopeepay.,negatif,problem superapp sih tidak efisien mungkin ya aku sendiri juga cuma sekali coba pakai shopeepay,problem superapp sih tidak efisien mungkin ya aku sendiri juga cuma sekali coba pakai shopeepay,"['problem', 'superapp', 'sih', 'tidak', 'efisien', 'mungkin', 'ya', 'aku', 'sendiri', 'juga', 'cuma', 'sekali', 'coba', 'pakai', 'shopeepay']",problem superapp sih efisien ya coba pakai shopeepay
knp org org bisa dapet voucher shopeefood/gofood/grabfood yg bener bener gede banget ya diskonnya... gw ga pernah dapet sedih banget :(,negatif,knp org org bisa dapet voucher shopeefoodgofoodgrabfood yg bener bener gede banget ya diskonnya gw ga pernah dapet sedih banget,knp org org bisa dapet voucher shopeefoodgofoodgrabfood yg bener bener gede banget ya diskonnya gw ga pernah dapet sedih banget,"['knp', 'org', 'org', 'bisa', 'dapet', 'voucher', 'shopeefoodgofoodgrabfood', 'yg', 'bener', 'bener', 'gede', 'banget', 'ya', 'diskonnya', 'gw', 'ga', 'pernah', 'dapet', 'sedih', 'banget']",knp org org dapet voucher shopeefoodgofoodgrabfood yg bener bener gede banget ya diskonnya gw ga dapet sedih banget
"i hate late night cravings, chill la aku takde lesen lagi, shopeefood tu bukan ada semua benda ____",negatif,i hate late night cravings chill la aku takde lesen lagi tu bukan ada semua benda,i hate late night cravings chill la aku takde lesen lagi tu bukan ada semua benda,"['i', 'hate', 'late', 'night', 'cravings', 'chill', 'la', 'aku', 'takde', 'lesen', 'lagi', 'tu', 'bukan', 'ada', 'semua', 'benda']",i hate late night cravings chill la takde lesen tu benda
"/wal umpat betakun buhan kam adakah yg tahu dimana mendaftarkan jualan kita ke shopeefood? yg menjawab ku doakan mudahan rezeki km, aku dan yg membaca ni lancar, banyak lagi beberkah____",netral,wal umpat betakun buhan kam adakah yg tahu dimana mendaftarkan jualan kita ke yg menjawab ku doakan mudahan rezeki km aku dan yg membaca ni lancar banyak lagi beberkah,wal umpat betakun buhan kam adakah yg tahu dimana mendaftarkan jualan kita ke yg menjawab ku doakan mudahan rezeki km aku dan yg membaca ni lancar banyak lagi beberkah,"['wal', 'umpat', 'betakun', 'buhan', 'kam', 'adakah', 'yg', 'tahu', 'dimana', 'mendaftarkan', 'jualan', 'kita', 'ke', 'yg', 'menjawab', 'ku', 'doakan', 'mudahan', 'rezeki', 'km', 'aku', 'dan', 'yg', 'membaca', 'ni', 'lancar', 'banyak', 'lagi', 'beberkah']",wal umpat betakun buhan kam adakah yg dimana mendaftarkan jualan yg ku doakan mudahan rezeki km yg membaca ni lancar beberkah
"Udah ngantuk bgt, tpi harus nunggu shopeefood nyampe dlu, karna lg orderin makanan buat ayank __",netral,udah ngantuk bgt tpi harus nunggu nyampe dlu karna lg orderin makanan buat ayank,udah ngantuk bgt tpi harus nunggu nyampe dlu karna lg orderin makanan buat ayank,"['udah', 'ngantuk', 'bgt', 'tpi', 'harus', 'nunggu', 'nyampe', 'dlu', 'karna', 'lg', 'orderin', 'makanan', 'buat', 'ayank']",udah ngantuk bgt tpi nunggu nyampe dlu karna lg orderin makanan ayank
"@jungkookvers7 Iyaa kak, kl ga salah kakak suruh ss makanan yg mau dibeli di gofood/shopee food gtu seinget aku",netral,iyaa kak kl ga salah kakak suruh ss makanan yg mau dibeli di gofoodshopee gtu seinget aku,iyaa kak kl ga salah kakak suruh ss makanan yg mau dibeli di gofoodshopee gtu seinget aku,"['iyaa', 'kak', 'kl', 'ga', 'salah', 'kakak', 'suruh', 'ss', 'makanan', 'yg', 'mau', 'dibeli', 'di', 'gofoodshopee', 'gtu', 'seinget', 'aku']",iyaa kak kl ga salah kakak suruh ss makanan yg dibeli gofoodshopee gtu seinget
@yogasipap @shopeefood_id Gagu bang,negatif,gagu bang,gagu bang,"['gagu', 'bang']",gagu bang
Ada sodara/temen/keluarga yg punya usaha dan terdaftar di shopee food?,netral,ada sodaratemenkeluarga yg punya usaha dan terdaftar di,ada sodaratemenkeluarga yg punya usaha dan terdaftar di,"['ada', 'sodaratemenkeluarga', 'yg', 'punya', 'usaha', 'dan', 'terdaftar', 'di']",sodaratemenkeluarga yg usaha terdaftar
@style_shopee @FOOD_FESS ga nyambung sat,negatif,ga nyambung sat,ga nyambung sat,"['ga', 'nyambung', 'sat']",ga nyambung sat
bukannya belajar malah buka shopeefood__,negatif,bukannya belajar malah buka,bukannya belajar malah buka,"['bukannya', 'belajar', 'malah', 'buka']",belajar buka
"Malam ini dapet pelajaran berharga lagi :)
Barusan lagi pengen gacoan, akhirnya pesenlah tuh lewat shopee food dengan metode pembayaran shopeepay. Lihat profil drivernya udah bapak_, jadi keinget bapak sendiri huhu. Akhirnya inisiatif kasih tip karena pesennya juga malem-",positif,malam ini dapet pelajaran berharga lagi barusan lagi pengen gacoan akhirnya pesenlah tuh lewat dengan metode pembayaran shopeepay lihat profil drivernya udah bapak jadi keinget bapak sendiri huhu akhirnya inisiatif kasih tip karena pesennya juga malem,malam ini dapet pelajaran berharga lagi barusan lagi pengen gacoan akhirnya pesenlah tuh lewat dengan metode pembayaran shopeepay lihat profil drivernya udah bapak jadi keinget bapak sendiri huhu akhirnya inisiatif kasih tip karena pesennya juga malem,"['malam', 'ini', 'dapet', 'pelajaran', 'berharga', 'lagi', 'barusan', 'lagi', 'pengen', 'gacoan', 'akhirnya', 'pesenlah', 'tuh', 'lewat', 'dengan', 'metode', 'pembayaran', 'shopeepay', 'lihat', 'profil', 'drivernya', 'udah', 'bapak', 'jadi', 'keinget', 'bapak', 'sendiri', 'huhu', 'akhirnya', 'inisiatif', 'kasih', 'tip', 'karena', 'pesennya', 'juga', 'malem']",malam dapet pelajaran berharga barusan pengen gacoan pesenlah tuh metode pembayaran shopeepay lihat profil drivernya udah keinget huhu inisiatif kasih tip pesennya malem
Edisi oline random: pengen punya helm shopee food,netral,edisi oline random pengen punya helm,edisi oline random pengen punya helm,"['edisi', 'oline', 'random', 'pengen', 'punya', 'helm']",edisi oline random pengen helm
Uaf! ada yang pernah atau masih jadi driver shopeefood ga? Ada yang mau ditanyain,netral,uaf ada yang pernah atau masih jadi driver ga ada yang mau ditanyain,uaf ada yang pernah atau masih jadi driver ga ada yang mau ditanyain,"['uaf', 'ada', 'yang', 'pernah', 'atau', 'masih', 'jadi', 'driver', 'ga', 'ada', 'yang', 'mau', 'ditanyain']",uaf driver ga ditanyain
@dikadwiraharja @shopeefood_id kancane yo dipikir no bg,negatif,kancane yo dipikir no bg,kancane yo dipikir no bg,"['kancane', 'yo', 'dipikir', 'no', 'bg']",kancane yo dipikir no bg
"Suamiku jualan nasgor, buat yg tinggal daerah bojonggede dan sekitarnya yg bingung makan apa, masakan nasgor suamiku wenak pol dan bnyk pilihan menunya! Available di shopeefood, gofood, grabfood dan traveloka eats! Nama restonya 'Nasi Goreng Premium-Bojongbaru' thank u_",positif,suamiku jualan nasgor buat yg tinggal daerah bojonggede dan sekitarnya yg bingung makan apa masakan nasgor suamiku wenak pol dan bnyk pilihan menunya available di gofood grabfood dan traveloka eats nama restonya nasi goreng premiumbojongbaru thank u,suamiku jualan nasgor buat yg tinggal daerah bojonggede dan sekitarnya yg bingung makan apa masakan nasgor suamiku wenak pol dan bnyk pilihan menunya available di gofood grabfood dan traveloka eats nama restonya nasi goreng premiumbojongbaru thank u,"['suamiku', 'jualan', 'nasgor', 'buat', 'yg', 'tinggal', 'daerah', 'bojonggede', 'dan', 'sekitarnya', 'yg', 'bingung', 'makan', 'apa', 'masakan', 'nasgor', 'suamiku', 'wenak', 'pol', 'dan', 'bnyk', 'pilihan', 'menunya', 'available', 'di', 'gofood', 'grabfood', 'dan', 'traveloka', 'eats', 'nama', 'restonya', 'nasi', 'goreng', 'premiumbojongbaru', 'thank', 'u']",suamiku jualan nasgor yg tinggal daerah bojonggede yg bingung makan masakan nasgor suamiku wenak pol bnyk pilihan menunya available gofood grabfood traveloka eats nama restonya nasi goreng premiumbojongbaru thank u
Tolong dong min akun saya dibikin gacor kek dulu @shopeefood_id,netral,tolong dong min akun saya dibikin gacor kek dulu,tolong dong min akun saya dibikin gacor kek dulu,"['tolong', 'dong', 'min', 'akun', 'saya', 'dibikin', 'gacor', 'kek', 'dulu']",tolong min akun dibikin gacor kek
"Order shopeefood, top upnya di ovo. Oleng banget emily.",negatif,order top upnya di ovo oleng banget emily,order top upnya di ovo oleng banget emily,"['order', 'top', 'upnya', 'di', 'ovo', 'oleng', 'banget', 'emily']",order top upnya ovo oleng banget emily
@cyzty ____ maklum biasa pake shopeefood kalo kurang nambah esteh biar bisa pake diskon 60%,positif,maklum biasa pake kalo kurang nambah esteh biar bisa pake diskon,maklum biasa pake kalo kurang nambah esteh biar bisa pake diskon,"['maklum', 'biasa', 'pake', 'kalo', 'kurang', 'nambah', 'esteh', 'biar', 'bisa', 'pake', 'diskon']",maklum pake kalo nambah esteh biar pake diskon
@marsmallowie Aku mau co shopeefood aja kak biar bisa dimakan wkwkkw,positif,aku mau co aja kak biar bisa dimakan wkwkkw,aku mau co aja kak biar bisa dimakan wkwkkw,"['aku', 'mau', 'co', 'aja', 'kak', 'biar', 'bisa', 'dimakan', 'wkwkkw']",co aja kak biar dimakan wkwkkw
"Kamar rapih, seprei baru ganti, tugas kuliah kelar, udaranya lumayan dingin. Ah senang sekali hati ku berpelukan dengan guling sambil menunggu shopee food datang __ MasyaAllah tabarakallah yagesya.",positif,kamar rapih seprei baru ganti tugas kuliah kelar udaranya lumayan dingin ah senang sekali hati ku berpelukan dengan guling sambil menunggu datang masyaallah tabarakallah yagesya,kamar rapih seprei baru ganti tugas kuliah kelar udaranya lumayan dingin ah senang sekali hati ku berpelukan dengan guling sambil menunggu datang masyaallah tabarakallah yagesya,"['kamar', 'rapih', 'seprei', 'baru', 'ganti', 'tugas', 'kuliah', 'kelar', 'udaranya', 'lumayan', 'dingin', 'ah', 'senang', 'sekali', 'hati', 'ku', 'berpelukan', 'dengan', 'guling', 'sambil', 'menunggu', 'datang', 'masyaallah', 'tabarakallah', 'yagesya']",kamar rapih seprei ganti tugas kuliah kelar udaranya lumayan dingin ah senang hati ku berpelukan guling menunggu masyaallah tabarakallah yagesya
"My brain: jangan makan malam, jangan makan malam!!
Disaat bersamaan tangan ngescroll shopeefood______",netral,my brain jangan makan malam jangan makan malam disaat bersamaan tangan ngescroll,my brain jangan makan malam jangan makan malam disaat bersamaan tangan ngescroll,"['my', 'brain', 'jangan', 'makan', 'malam', 'jangan', 'makan', 'malam', 'disaat', 'bersamaan', 'tangan', 'ngescroll']",my brain makan malam makan malam disaat bersamaan tangan ngescroll
"Shopeefood gila banget ya biayanya, kek resto udah kena fee harus naikin harga mahal, mereka juga masih ngasih fee lainnya, ongkir makin tinggi, diskon makin medit

Gw beli gyoza pinggir jalan 14k di sananya langsung, di gofood 17,5k, di shopeefood 22,5k anjir",negatif,gila banget ya biayanya kek resto udah kena fee harus naikin harga mahal mereka juga masih ngasih fee lainnya ongkir makin tinggi diskon makin medit gw beli gyoza pinggir jalan k di sananya langsung di gofood k di k anjir,gila banget ya biayanya kek resto udah kena fee harus naikin harga mahal mereka juga masih ngasih fee lainnya ongkir makin tinggi diskon makin medit gw beli gyoza pinggir jalan k di sananya langsung di gofood k di k anjir,"['gila', 'banget', 'ya', 'biayanya', 'kek', 'resto', 'udah', 'kena', 'fee', 'harus', 'naikin', 'harga', 'mahal', 'mereka', 'juga', 'masih', 'ngasih', 'fee', 'lainnya', 'ongkir', 'makin', 'tinggi', 'diskon', 'makin', 'medit', 'gw', 'beli', 'gyoza', 'pinggir', 'jalan', 'k', 'di', 'sananya', 'langsung', 'di', 'gofood', 'k', 'di', 'k', 'anjir']",gila banget ya biayanya kek resto udah kena fee naikin harga mahal ngasih fee ongkir diskon medit gw beli gyoza pinggir jalan k sananya langsung gofood k k anjir
"Lagi pengen ngopiii, saranin kopi yg ena di shopeefood dongg____",netral,lagi pengen ngopiii saranin kopi yg ena di dongg,lagi pengen ngopiii saranin kopi yg ena di dongg,"['lagi', 'pengen', 'ngopiii', 'saranin', 'kopi', 'yg', 'ena', 'di', 'dongg']",pengen ngopiii saranin kopi yg ena dongg
@arinputriw ak jg cinta damai. nih buktinya ak lg proses kirimin shopeefood buat nctzen yg cinta damai.,positif,ak jg cinta damai nih buktinya ak lg proses kirimin buat nctzen yg cinta damai,ak jg cinta damai nih buktinya ak lg proses kirimin buat nctzen yg cinta damai,"['ak', 'jg', 'cinta', 'damai', 'nih', 'buktinya', 'ak', 'lg', 'proses', 'kirimin', 'buat', 'nctzen', 'yg', 'cinta', 'damai']",ak jg cinta damai nih buktinya ak lg proses kirimin nctzen yg cinta damai
@missufe Lg scrollin shopeefood cari diskon yg gede makji __,positif,lg scrollin cari diskon yg gede makji,lg scrollin cari diskon yg gede makji,"['lg', 'scrollin', 'cari', 'diskon', 'yg', 'gede', 'makji']",lg scrollin cari diskon yg gede makji
"@missufe Lagi rebahan, gugulitikan di kasur abis plg kerja sambil scroll shopeefood wkakak__",positif,lagi rebahan gugulitikan di kasur abis plg kerja sambil scroll wkakak,lagi rebahan gugulitikan di kasur abis plg kerja sambil scroll wkakak,"['lagi', 'rebahan', 'gugulitikan', 'di', 'kasur', 'abis', 'plg', 'kerja', 'sambil', 'scroll', 'wkakak']",rebahan gugulitikan kasur abis plg kerja scroll wkakak
"@ShopeeCare @shopeefood_id @ShopeePay_ID @ShopeeID ini gimana, mau pesan shopee food, pakai promo, terus sudah ISI SALDO shopee pay, kok ga bisa pakai promonya? Tolong direspon sekaligus dibantu",negatif,ini gimana mau pesan pakai promo terus sudah isi saldo pay kok ga bisa pakai promonya tolong direspon sekaligus dibantu,ini gimana mau pesan pakai promo terus sudah isi saldo pay kok ga bisa pakai promonya tolong direspon sekaligus dibantu,"['ini', 'gimana', 'mau', 'pesan', 'pakai', 'promo', 'terus', 'sudah', 'isi', 'saldo', 'pay', 'kok', 'ga', 'bisa', 'pakai', 'promonya', 'tolong', 'direspon', 'sekaligus', 'dibantu']",gimana pesan pakai promo isi saldo pay ga pakai promonya tolong direspon dibantu
@ShopeePay_ID Mau dong min buat jajan di shopee food #WaktunyaShopeePay  #ShopeePayTHR,positif,mau dong min buat jajan di,mau dong min buat jajan di,"['mau', 'dong', 'min', 'buat', 'jajan', 'di']",min jajan
@jogjamnfs Heee sambel matahhhh dimanoss iniii mauuu dong nder spill shopeefood nya,netral,heee sambel matahhhh dimanoss iniii mauuu dong nder spill nya,heee sambel matahhhh dimanoss iniii mauuu dong nder spill nya,"['heee', 'sambel', 'matahhhh', 'dimanoss', 'iniii', 'mauuu', 'dong', 'nder', 'spill', 'nya']",heee sambel matahhhh dimanoss iniii mauuu nder spill nya
Kok gw ga bisa bales chat driver shopeefood ya? Statusnya mengirimkan terus kalo gw chat,negatif,kok gw ga bisa bales chat driver ya statusnya mengirimkan terus kalo gw chat,kok gw ga bisa bales chat driver ya statusnya mengirimkan terus kalo gw chat,"['kok', 'gw', 'ga', 'bisa', 'bales', 'chat', 'driver', 'ya', 'statusnya', 'mengirimkan', 'terus', 'kalo', 'gw', 'chat']",gw ga bales chat driver ya statusnya mengirimkan kalo gw chat
@threelayertea Apps kat Grab food dan Shopee food. Kat mcd apps bawah rm20 ka?,netral,apps kat grab dan kat mcd apps bawah rm ka,apps kat grab dan kat mcd apps bawah rm ka,"['apps', 'kat', 'grab', 'dan', 'kat', 'mcd', 'apps', 'bawah', 'rm', 'ka']",apps kat grab kat mcd apps rm ka
@Notorious_Fakry Shopeefood mmg kuat skrg.. hrmm agak nya lari ke situ. Tapi pengguna bisalah cr yng murah,netral,mmg kuat skrg hrmm agak nya lari ke situ tapi pengguna bisalah cr yng murah,mmg kuat skrg hrmm agak nya lari ke situ tapi pengguna bisalah cr yng murah,"['mmg', 'kuat', 'skrg', 'hrmm', 'agak', 'nya', 'lari', 'ke', 'situ', 'tapi', 'pengguna', 'bisalah', 'cr', 'yng', 'murah']",mmg kuat skrg hrmm nya lari situ pengguna bisalah cr yng murah
"@Garneto5 ngehindari shopeefood numpake pekok wonge, riting ndadak jug jug mbelok, posisi udan dalane lunyu yowes mak glangsurrr",negatif,ngehindari numpake pekok wonge riting ndadak jug jug mbelok posisi udan dalane lunyu yowes mak glangsurrr,ngehindari numpake pekok wonge riting ndadak jug jug mbelok posisi udan dalane lunyu yowes mak glangsurrr,"['ngehindari', 'numpake', 'pekok', 'wonge', 'riting', 'ndadak', 'jug', 'jug', 'mbelok', 'posisi', 'udan', 'dalane', 'lunyu', 'yowes', 'mak', 'glangsurrr']",ngehindari numpake pekok wonge riting ndadak jug jug mbelok posisi udan dalane lunyu yowes mak glangsurrr
pingin choco oreo smoothiesnya mixue kok belom ada di shopeefood :(,negatif,pingin choco oreo smoothiesnya mixue kok belom ada di,pingin choco oreo smoothiesnya mixue kok belom ada di,"['pingin', 'choco', 'oreo', 'smoothiesnya', 'mixue', 'kok', 'belom', 'ada', 'di']",pingin choco oreo smoothiesnya mixue belom
@dipadipret itu beli di tokped dip? itu sama kayak shopee food atau beda lagi?,netral,itu beli di tokped dip itu sama kayak atau beda lagi,itu beli di tokped dip itu sama kayak atau beda lagi,"['itu', 'beli', 'di', 'tokped', 'dip', 'itu', 'sama', 'kayak', 'atau', 'beda', 'lagi']",beli tokped dip kayak beda
"Pesen shopeefood dr jam 7 sampe skrg belom dateng, soalnya antri__ 

Klo lagi laper, pesen makan, kenapa malah datengnya lama ya, klo lagi biasa2 aja, cepet banget",negatif,pesen dr jam sampe skrg belom dateng soalnya antri klo lagi laper pesen makan kenapa malah datengnya lama ya klo lagi biasa aja cepet banget,pesen dr jam sampe skrg belom dateng soalnya antri klo lagi laper pesen makan kenapa malah datengnya lama ya klo lagi biasa aja cepet banget,"['pesen', 'dr', 'jam', 'sampe', 'skrg', 'belom', 'dateng', 'soalnya', 'antri', 'klo', 'lagi', 'laper', 'pesen', 'makan', 'kenapa', 'malah', 'datengnya', 'lama', 'ya', 'klo', 'lagi', 'biasa', 'aja', 'cepet', 'banget']",pesen dr jam sampe skrg belom dateng antri klo laper pesen makan datengnya ya klo aja cepet banget
@cikly82 Feedback adik td shopeefood (SP) sailangš mungkin byk voucher SP bg kot tu yg kastemer ambik servis tuš grab food lg sedih sanaš,netral,feedback adik td sp sailang mungkin byk voucher sp bg kot tu yg kastemer ambik servis tu grab lg sedih sana,feedback adik td sp sailang mungkin byk voucher sp bg kot tu yg kastemer ambik servis tu grab lg sedih sana,"['feedback', 'adik', 'td', 'sp', 'sailang', 'mungkin', 'byk', 'voucher', 'sp', 'bg', 'kot', 'tu', 'yg', 'kastemer', 'ambik', 'servis', 'tu', 'grab', 'lg', 'sedih', 'sana']",feedback adik td sp sailang byk voucher sp bg kot tu yg kastemer ambik servis tu grab lg sedih
@alterxjogja Shopeefood. Banyak diskon,positif,banyak diskon,banyak diskon,"['banyak', 'diskon']",diskon
Shopee food dpt diskaun byk.Tak pasal2 ter order starbuck drink __,positif,dpt diskaun byktak pasal ter order starbuck drink,dpt diskaun byktak pasal ter order starbuck drink,"['dpt', 'diskaun', 'byktak', 'pasal', 'ter', 'order', 'starbuck', 'drink']",dpt diskaun byktak pasal ter order starbuck drink
Scroll Shopee food bingung makan apan.,negatif,scroll bingung makan apan,scroll bingung makan apan,"['scroll', 'bingung', 'makan', 'apan']",scroll bingung makan apan
@stylesandn sering atau pernah pakai shopeefood,netral,sering atau pernah pakai,sering atau pernah pakai,"['sering', 'atau', 'pernah', 'pakai']",pakai
